s, x, y;
116.500000, 116.004472, 1.344987;
116.550000, 116.054445, 1.343343;
116.600000, 116.104419, 1.341713;
116.650000, 116.154393, 1.340100;
116.700000, 116.204367, 1.338509;
116.750000, 116.254343, 1.336943;
116.800000, 116.304319, 1.335408;
116.850000, 116.354297, 1.333905;
116.900000, 116.404275, 1.332441;
116.950000, 116.454255, 1.331018;
117.000000, 116.504236, 1.329640;
117.050000, 116.554218, 1.328312;
117.100000, 116.604202, 1.327038;
117.150000, 116.654187, 1.325821;
117.200000, 116.704174, 1.324666;
117.250000, 116.754162, 1.323576;
117.300000, 116.804151, 1.322556;
117.350000, 116.854143, 1.321609;
117.400000, 116.904135, 1.320740;
117.450000, 116.954129, 1.319952;
117.500000, 117.004124, 1.319249;
117.550000, 117.054120, 1.318637;
117.600000, 117.104117, 1.318117;
117.650000, 117.154116, 1.317695;
117.700000, 117.204115, 1.317375;
117.750000, 117.254114, 1.317160;
117.800000, 117.304114, 1.317054;
117.850000, 117.354114, 1.317062;
117.900000, 117.404114, 1.317188;
117.950000, 117.454113, 1.317434;
118.000000, 117.504112, 1.317807;
118.050000, 117.554109, 1.318308;
118.100000, 117.604105, 1.318943;
118.150000, 117.654099, 1.319715;
118.200000, 117.704091, 1.320629;
118.250000, 117.754081, 1.321639;
118.300000, 117.804069, 1.322696;
118.350000, 117.854057, 1.323795;
118.400000, 117.904044, 1.324934;
118.450000, 117.954031, 1.326110;
118.500000, 118.004016, 1.327321;
118.550000, 118.054000, 1.328563;
118.600000, 118.103984, 1.329834;
118.650000, 118.153967, 1.331130;
118.700000, 118.203950, 1.332450;
118.750000, 118.253932, 1.333790;
118.800000, 118.303914, 1.335147;
118.850000, 118.353895, 1.336519;
118.900000, 118.403876, 1.337902;
118.950000, 118.453856, 1.339294;
119.000000, 118.503837, 1.340693;
119.050000, 118.553817, 1.342094;
119.100000, 118.603797, 1.343495;
119.150000, 118.653778, 1.344894;
119.200000, 118.703758, 1.346288;
119.250000, 118.753739, 1.347674;
119.300000, 118.803720, 1.349048;
119.350000, 118.853702, 1.350409;
119.400000, 118.903684, 1.351752;
119.450000, 118.953666, 1.353077;
119.500000, 119.003649, 1.354379;
119.550000, 119.053633, 1.355655;
119.600000, 119.103617, 1.356904;
119.650000, 119.153603, 1.358122;
119.700000, 119.203589, 1.359306;
119.750000, 119.253575, 1.360453;
119.800000, 119.303563, 1.361561;
119.850000, 119.353552, 1.362627;
119.900000, 119.403541, 1.363647;
119.950000, 119.453532, 1.364620;
120.000000, 119.503523, 1.365542;
120.050000, 119.553516, 1.366410;
120.100000, 119.603509, 1.367222;
120.150000, 119.653504, 1.367975;
120.200000, 119.703499, 1.368665;
120.250000, 119.753495, 1.369291;
120.300000, 119.803492, 1.369848;
120.350000, 119.853489, 1.370335;
120.400000, 119.903488, 1.370749;
120.450000, 119.953487, 1.371086;
120.500000, 120.003486, 1.371344;
120.550000, 120.053486, 1.371521;
120.600000, 120.103485, 1.371612;
120.650000, 120.153485, 1.371615;
120.700000, 120.203485, 1.371529;
120.750000, 120.253485, 1.371348;
120.800000, 120.303484, 1.371098;
120.850000, 120.353484, 1.370852;
120.900000, 120.403483, 1.370613;
120.950000, 120.453483, 1.370383;
121.000000, 120.503482, 1.370159;
121.050000, 120.553482, 1.369941;
121.100000, 120.603481, 1.369730;
121.150000, 120.653481, 1.369523;
121.200000, 120.703480, 1.369321;
121.250000, 120.753480, 1.369123;
121.300000, 120.803480, 1.368929;
121.350000, 120.853479, 1.368738;
121.400000, 120.903479, 1.368549;
121.450000, 120.953479, 1.368362;
121.500000, 121.003478, 1.368176;
121.550000, 121.053478, 1.367990;
121.600000, 121.103478, 1.367805;
121.650000, 121.153477, 1.367619;
121.700000, 121.203477, 1.367432;
121.750000, 121.253477, 1.367243;
121.800000, 121.303476, 1.367052;
121.850000, 121.353476, 1.366859;
121.900000, 121.403475, 1.366662;
121.950000, 121.453475, 1.366461;
122.000000, 121.503475, 1.366255;
122.050000, 121.553474, 1.366044;
122.100000, 121.603474, 1.365828;
122.150000, 121.653473, 1.365605;
122.200000, 121.703473, 1.365376;
122.250000, 121.753472, 1.365139;
122.300000, 121.803471, 1.364894;
122.350000, 121.853471, 1.364641;
122.400000, 121.903470, 1.364379;
122.450000, 121.953469, 1.364106;
122.500000, 122.003469, 1.363824;
122.550000, 122.053468, 1.363531;
122.600000, 122.103467, 1.363226;
122.650000, 122.153466, 1.362909;
122.700000, 122.203465, 1.362580;
122.750000, 122.253464, 1.362238;
122.800000, 122.303462, 1.361882;
122.850000, 122.353461, 1.361511;
122.900000, 122.403459, 1.361126;
122.950000, 122.453458, 1.360725;
123.000000, 122.503456, 1.360309;
123.050000, 122.553454, 1.359875;
123.100000, 122.603452, 1.359425;
123.150000, 122.653450, 1.358960;
123.200000, 122.703448, 1.358521;
123.250000, 122.753446, 1.358115;
123.300000, 122.803445, 1.357735;
123.350000, 122.853444, 1.357375;
123.400000, 122.903442, 1.357026;
123.450000, 122.953441, 1.356683;
123.500000, 123.003440, 1.356337;
123.550000, 123.053439, 1.355983;
123.600000, 123.103437, 1.355612;
123.650000, 123.153436, 1.355218;
123.700000, 123.203434, 1.354793;
123.750000, 123.253432, 1.354331;
123.800000, 123.303429, 1.353825;
123.850000, 123.353426, 1.353267;
123.900000, 123.403422, 1.352650;
123.950000, 123.453418, 1.351967;
124.000000, 123.503412, 1.351212;
124.050000, 123.553405, 1.350381;
124.100000, 123.603398, 1.349558;
124.150000, 123.653392, 1.348779;
124.200000, 123.703387, 1.348041;
124.250000, 123.753382, 1.347342;
124.300000, 123.803378, 1.346678;
124.350000, 123.853374, 1.346048;
124.400000, 123.903370, 1.345449;
124.450000, 123.953367, 1.344878;
124.500000, 124.003364, 1.344332;
124.550000, 124.053361, 1.343810;
124.600000, 124.103359, 1.343309;
124.650000, 124.153356, 1.342825;
124.700000, 124.203354, 1.342357;
124.750000, 124.253352, 1.341902;
124.800000, 124.303350, 1.341457;
124.850000, 124.353348, 1.341020;
124.900000, 124.403346, 1.340589;
124.950000, 124.453344, 1.340160;
125.000000, 124.503343, 1.339731;
125.050000, 124.553341, 1.339299;
125.100000, 124.603339, 1.338863;
125.150000, 124.653337, 1.338419;
125.200000, 124.703335, 1.337965;
125.250000, 124.753333, 1.337498;
125.300000, 124.803330, 1.337017;
125.350000, 124.853328, 1.336517;
125.400000, 124.903325, 1.335997;
125.450000, 124.953322, 1.335454;
125.500000, 125.003319, 1.334886;
125.550000, 125.053315, 1.334289;
125.600000, 125.103311, 1.333662;
125.650000, 125.153307, 1.333002;
125.700000, 125.203302, 1.332307;
125.750000, 125.253297, 1.331573;
125.800000, 125.303291, 1.330798;
125.850000, 125.353284, 1.329980;
125.900000, 125.403277, 1.329115;
125.950000, 125.453268, 1.328203;
126.000000, 125.503259, 1.327239;
126.050000, 125.553249, 1.326222;
126.100000, 125.603237, 1.325149;
126.150000, 125.653224, 1.324017;
126.200000, 125.703210, 1.322823;
126.250000, 125.753194, 1.321566;
126.300000, 125.803177, 1.320243;
126.350000, 125.853157, 1.318850;
126.400000, 125.903136, 1.317387;
126.450000, 125.953112, 1.315849;
126.500000, 126.003086, 1.314234;
126.550000, 126.053057, 1.312540;
126.600000, 126.103026, 1.310765;
126.650000, 126.152991, 1.308905;
126.700000, 126.202953, 1.306959;
126.750000, 126.252912, 1.304923;
126.800000, 126.302867, 1.302805;
126.850000, 126.352823, 1.300699;
126.900000, 126.402780, 1.298630;
126.950000, 126.452738, 1.296593;
127.000000, 126.502698, 1.294581;
127.050000, 126.552658, 1.292592;
127.100000, 126.602619, 1.290618;
127.150000, 126.652581, 1.288656;
127.200000, 126.702542, 1.286700;
127.250000, 126.752504, 1.284746;
127.300000, 126.802466, 1.282788;
127.350000, 126.852427, 1.280822;
127.400000, 126.902388, 1.278842;
127.450000, 126.952348, 1.276843;
127.500000, 127.002307, 1.274822;
127.550000, 127.052265, 1.272772;
127.600000, 127.102222, 1.270688;
127.650000, 127.152177, 1.268567;
127.700000, 127.202130, 1.266401;
127.750000, 127.252081, 1.264188;
127.800000, 127.302029, 1.261921;
127.850000, 127.351975, 1.259596;
127.900000, 127.401918, 1.257208;
127.950000, 127.451858, 1.254752;
128.000000, 127.501794, 1.252223;
128.050000, 127.551726, 1.249615;
128.100000, 127.601653, 1.246926;
128.150000, 127.651577, 1.244165;
128.200000, 127.701497, 1.241339;
128.250000, 127.751414, 1.238452;
128.300000, 127.801327, 1.235507;
128.350000, 127.851237, 1.232509;
128.400000, 127.901144, 1.229461;
128.450000, 127.951048, 1.226366;
128.500000, 128.000950, 1.223230;
128.550000, 128.050849, 1.220055;
128.600000, 128.100746, 1.216845;
128.650000, 128.150641, 1.213605;
128.700000, 128.200534, 1.210338;
128.750000, 128.250425, 1.207047;
128.800000, 128.300316, 1.203737;
128.850000, 128.350205, 1.200412;
128.900000, 128.400093, 1.197075;
128.950000, 128.449981, 1.193731;
129.000000, 128.499869, 1.190382;
129.050000, 128.549757, 1.187033;
129.100000, 128.599645, 1.183688;
129.150000, 128.649533, 1.180350;
129.200000, 128.699423, 1.177023;
129.250000, 128.749313, 1.173711;
129.300000, 128.799204, 1.170419;
129.350000, 128.849097, 1.167148;
129.400000, 128.898992, 1.163905;
129.450000, 128.948888, 1.160692;
129.500000, 128.998787, 1.157513;
129.550000, 129.048689, 1.154372;
129.600000, 129.098592, 1.151272;
129.650000, 129.148499, 1.148219;
129.700000, 129.198409, 1.145215;
129.750000, 129.248322, 1.142264;
129.800000, 129.298238, 1.139370;
129.850000, 129.348157, 1.136537;
129.900000, 129.398081, 1.133769;
129.950000, 129.448008, 1.131069;
130.000000, 129.497939, 1.128442;
130.050000, 129.547874, 1.125891;
130.100000, 129.597812, 1.123420;
130.150000, 129.647755, 1.121033;
130.200000, 129.697703, 1.118733;
130.250000, 129.747654, 1.116526;
130.300000, 129.797609, 1.114413;
130.350000, 129.847569, 1.112400;
130.400000, 129.897532, 1.110490;
130.450000, 129.947500, 1.108686;
130.500000, 129.997471, 1.106994;
130.550000, 130.047446, 1.105416;
130.600000, 130.097425, 1.103956;
130.650000, 130.147407, 1.102618;
130.700000, 130.197392, 1.101407;
130.750000, 130.247380, 1.100325;
130.800000, 130.297371, 1.099377;
130.850000, 130.347365, 1.098567;
130.900000, 130.397358, 1.097731;
130.950000, 130.447348, 1.096733;
131.000000, 130.497334, 1.095583;
131.050000, 130.547318, 1.094290;
131.100000, 130.597297, 1.092862;
131.150000, 130.647273, 1.091310;
131.200000, 130.697245, 1.089644;
131.250000, 130.747214, 1.087871;
131.300000, 130.797179, 1.086002;
131.350000, 130.847141, 1.084046;
131.400000, 130.897099, 1.082012;
131.450000, 130.947055, 1.079911;
131.500000, 130.997008, 1.077750;
131.550000, 131.046960, 1.075540;
131.600000, 131.096909, 1.073290;
131.650000, 131.146857, 1.071008;
131.700000, 131.196804, 1.068706;
131.750000, 131.246750, 1.066392;
131.800000, 131.296697, 1.064074;
131.850000, 131.346643, 1.061764;
131.900000, 131.396590, 1.059470;
131.950000, 131.446539, 1.057201;
132.000000, 131.496489, 1.054966;
132.050000, 131.546441, 1.052776;
132.100000, 131.596395, 1.050640;
132.150000, 131.646352, 1.048566;
132.200000, 131.696312, 1.046565;
132.250000, 131.746275, 1.044645;
132.300000, 131.796242, 1.042816;
132.350000, 131.846212, 1.041088;
132.400000, 131.896186, 1.039470;
132.450000, 131.946163, 1.037970;
132.500000, 131.996144, 1.036599;
132.550000, 132.046129, 1.035366;
132.600000, 132.096117, 1.034280;
132.650000, 132.146109, 1.033351;
132.700000, 132.196103, 1.032588;
132.750000, 132.246099, 1.032001;
132.800000, 132.296098, 1.031598;
132.850000, 132.346097, 1.031389;
132.900000, 132.396097, 1.031384;
132.950000, 132.446097, 1.031592;
133.000000, 132.496095, 1.032022;
133.050000, 132.546091, 1.032684;
133.100000, 132.596082, 1.033587;
133.150000, 132.646069, 1.034740;
133.200000, 132.696049, 1.036153;
133.250000, 132.746021, 1.037835;
133.300000, 132.795982, 1.039795;
133.350000, 132.845931, 1.042043;
133.400000, 132.895867, 1.044588;
133.450000, 132.945785, 1.047439;
133.500000, 132.995685, 1.050606;
133.550000, 133.045563, 1.054097;
133.600000, 133.095416, 1.057922;
133.650000, 133.145261, 1.061858;
133.700000, 133.195110, 1.065738;
133.750000, 133.244963, 1.069567;
133.800000, 133.294820, 1.073350;
133.850000, 133.344679, 1.077094;
133.900000, 133.394542, 1.080804;
133.950000, 133.444406, 1.084486;
134.000000, 133.494272, 1.088145;
134.050000, 133.544139, 1.091788;
134.100000, 133.594007, 1.095419;
134.150000, 133.643875, 1.099046;
134.200000, 133.693743, 1.102673;
134.250000, 133.743611, 1.106307;
134.300000, 133.793478, 1.109953;
134.350000, 133.843344, 1.113616;
134.400000, 133.893208, 1.117304;
134.450000, 133.943069, 1.121020;
134.500000, 133.992928, 1.124772;
134.550000, 134.042784, 1.128565;
134.600000, 134.092637, 1.132404;
134.650000, 134.142485, 1.136296;
134.700000, 134.192329, 1.140246;
134.750000, 134.242167, 1.144259;
134.800000, 134.292000, 1.148343;
134.850000, 134.341827, 1.152501;
134.900000, 134.391647, 1.156741;
134.950000, 134.441459, 1.161068;
135.000000, 134.491264, 1.165487;
135.050000, 134.541059, 1.170004;
135.100000, 134.590845, 1.174626;
135.150000, 134.640621, 1.179357;
135.200000, 134.690385, 1.184204;
135.250000, 134.740138, 1.189171;
135.300000, 134.789880, 1.194244;
135.350000, 134.839613, 1.199407;
135.400000, 134.889337, 1.204653;
135.450000, 134.939053, 1.209973;
135.500000, 134.988762, 1.215359;
135.550000, 135.038464, 1.220805;
135.600000, 135.088161, 1.226301;
135.650000, 135.137854, 1.231840;
135.700000, 135.187542, 1.237415;
135.750000, 135.237227, 1.243017;
135.800000, 135.286910, 1.248638;
135.850000, 135.336592, 1.254271;
135.900000, 135.386273, 1.259908;
135.950000, 135.435955, 1.265541;
136.000000, 135.485638, 1.271162;
136.050000, 135.535323, 1.276763;
136.100000, 135.585011, 1.282337;
136.150000, 135.634704, 1.287875;
136.200000, 135.684401, 1.293370;
136.250000, 135.734104, 1.298814;
136.300000, 135.783813, 1.304199;
136.350000, 135.833529, 1.309517;
136.400000, 135.883253, 1.314761;
136.450000, 135.932986, 1.319922;
136.500000, 135.982729, 1.324992;
136.550000, 136.032481, 1.329964;
136.600000, 136.082243, 1.334830;
136.650000, 136.132017, 1.339582;
136.700000, 136.181802, 1.344212;
136.750000, 136.231599, 1.348712;
136.800000, 136.281409, 1.353074;
136.850000, 136.331231, 1.357291;
136.900000, 136.381065, 1.361354;
136.950000, 136.430913, 1.365256;
137.000000, 136.480773, 1.368988;
137.050000, 136.530647, 1.372543;
137.100000, 136.580533, 1.375913;
137.150000, 136.630432, 1.379092;
137.200000, 136.680337, 1.382167;
137.250000, 136.730245, 1.385192;
137.300000, 136.780157, 1.388168;
137.350000, 136.830071, 1.391098;
137.400000, 136.879987, 1.393986;
137.450000, 136.929906, 1.396833;
137.500000, 136.979827, 1.399643;
137.550000, 137.029750, 1.402419;
137.600000, 137.079675, 1.405163;
137.650000, 137.129601, 1.407878;
137.700000, 137.179529, 1.410567;
137.750000, 137.229458, 1.413233;
137.800000, 137.279387, 1.415878;
137.850000, 137.329318, 1.418505;
137.900000, 137.379250, 1.421117;
137.950000, 137.429182, 1.423717;
138.000000, 137.479115, 1.426308;
138.050000, 137.529049, 1.428892;
138.100000, 137.578982, 1.431472;
138.150000, 137.628915, 1.434051;
138.200000, 137.678849, 1.436631;
138.250000, 137.728782, 1.439217;
138.300000, 137.778715, 1.441809;
138.350000, 137.828647, 1.444412;
138.400000, 137.878578, 1.447027;
138.450000, 137.928509, 1.449658;
138.500000, 137.978439, 1.452308;
138.550000, 138.028367, 1.454978;
138.600000, 138.078295, 1.457673;
138.650000, 138.128221, 1.460394;
138.700000, 138.178145, 1.463145;
138.750000, 138.228067, 1.465929;
138.800000, 138.277988, 1.468747;
138.850000, 138.327906, 1.471604;
138.900000, 138.377822, 1.474501;
138.950000, 138.427736, 1.477441;
139.000000, 138.477646, 1.480428;
139.050000, 138.527554, 1.483464;
139.100000, 138.577459, 1.486552;
139.150000, 138.627360, 1.489694;
139.200000, 138.677257, 1.492893;
139.250000, 138.727151, 1.496153;
139.300000, 138.777040, 1.499476;
139.350000, 138.826926, 1.502864;
139.400000, 138.876806, 1.506321;
139.450000, 138.926681, 1.509850;
139.500000, 138.976551, 1.513452;
139.550000, 139.026416, 1.517131;
139.600000, 139.076274, 1.520890;
139.650000, 139.126127, 1.524731;
139.700000, 139.175972, 1.528657;
139.750000, 139.225811, 1.532671;
139.800000, 139.275642, 1.536775;
139.850000, 139.325465, 1.540974;
139.900000, 139.375281, 1.545268;
139.950000, 139.425087, 1.549661;
140.000000, 139.474885, 1.554156;
140.050000, 139.524673, 1.558756;
140.100000, 139.574448, 1.563488;
140.150000, 139.624196, 1.568503;
140.200000, 139.673914, 1.573806;
140.250000, 139.723602, 1.579381;
140.300000, 139.773261, 1.585208;
140.350000, 139.822892, 1.591271;
140.400000, 139.872497, 1.597550;
140.450000, 139.922075, 1.604028;
140.500000, 139.971630, 1.610687;
140.550000, 140.021162, 1.617508;
140.600000, 140.070675, 1.624473;
140.650000, 140.120169, 1.631566;
140.700000, 140.169648, 1.638767;
140.750000, 140.219113, 1.646059;
140.800000, 140.268568, 1.653423;
140.850000, 140.318014, 1.660843;
140.900000, 140.367455, 1.668299;
140.950000, 140.416893, 1.675775;
141.000000, 140.466331, 1.683251;
141.050000, 140.515771, 1.690711;
141.100000, 140.565217, 1.698136;
141.150000, 140.614670, 1.705509;
141.200000, 140.664134, 1.712811;
141.250000, 140.713611, 1.720025;
141.300000, 140.763103, 1.727133;
141.350000, 140.812613, 1.734116;
141.400000, 140.862143, 1.740957;
141.450000, 140.911695, 1.747637;
141.500000, 140.961270, 1.754140;
141.550000, 141.010871, 1.760446;
141.600000, 141.060498, 1.766537;
141.650000, 141.110154, 1.772396;
141.700000, 141.159838, 1.778005;
141.750000, 141.209552, 1.783345;
141.800000, 141.259296, 1.788397;
141.850000, 141.309070, 1.793145;
141.900000, 141.358874, 1.797570;
141.950000, 141.408707, 1.801652;
142.000000, 141.458568, 1.805375;
142.050000, 141.508456, 1.808720;
142.100000, 141.558369, 1.811669;
142.150000, 141.608304, 1.814203;
142.200000, 141.658260, 1.816304;
142.250000, 141.708233, 1.817955;
142.300000, 141.758218, 1.819135;
142.350000, 141.808213, 1.819829;
142.400000, 141.858213, 1.820016;
142.450000, 141.908211, 1.819680;
142.500000, 141.958203, 1.818802;
142.550000, 142.008182, 1.817364;
142.600000, 142.058142, 1.815348;
142.650000, 142.108073, 1.812737;
142.700000, 142.157969, 1.809512;
142.750000, 142.207823, 1.805698;
142.800000, 142.257639, 1.801421;
142.850000, 142.307422, 1.796768;
142.900000, 142.357177, 1.791824;
142.950000, 142.406911, 1.786673;
143.000000, 142.456632, 1.781397;
143.050000, 142.506349, 1.776083;
143.100000, 142.556070, 1.770813;
143.150000, 142.605805, 1.765671;
143.200000, 142.655561, 1.760741;
143.250000, 142.705346, 1.756108;
143.300000, 142.755165, 1.751855;
143.350000, 142.805021, 1.748068;
143.400000, 142.854916, 1.744830;
143.450000, 142.904848, 1.742227;
143.500000, 142.954812, 1.740342;
143.550000, 143.004799, 1.739261;
143.600000, 143.054798, 1.739069;
143.650000, 143.104791, 1.739849;
143.700000, 143.154774, 1.741164;
143.750000, 143.204755, 1.742555;
143.800000, 143.254733, 1.744017;
143.850000, 143.304710, 1.745545;
143.900000, 143.354685, 1.747133;
143.950000, 143.404658, 1.748774;
144.000000, 143.454629, 1.750465;
144.050000, 143.504599, 1.752197;
144.100000, 143.554568, 1.753967;
144.150000, 143.604535, 1.755768;
144.200000, 143.654502, 1.757595;
144.250000, 143.704468, 1.759442;
144.300000, 143.754433, 1.761303;
144.350000, 143.804398, 1.763172;
144.400000, 143.854363, 1.765045;
144.450000, 143.904328, 1.766914;
144.500000, 143.954293, 1.768775;
144.550000, 144.004259, 1.770622;
144.600000, 144.054226, 1.772449;
144.650000, 144.104193, 1.774250;
144.700000, 144.154162, 1.776020;
144.750000, 144.204132, 1.777753;
144.800000, 144.254104, 1.779444;
144.850000, 144.304077, 1.781086;
144.900000, 144.354051, 1.782674;
144.950000, 144.404028, 1.784202;
145.000000, 144.454007, 1.785665;
145.050000, 144.503987, 1.787057;
145.100000, 144.553970, 1.788371;
145.150000, 144.603955, 1.789604;
145.200000, 144.653942, 1.790748;
145.250000, 144.703931, 1.791798;
145.300000, 144.753922, 1.792748;
145.350000, 144.803914, 1.793593;
145.400000, 144.853909, 1.794328;
145.450000, 144.903905, 1.794945;
145.500000, 144.953903, 1.795440;
145.550000, 145.003901, 1.795807;
145.600000, 145.053901, 1.796040;
145.650000, 145.103901, 1.796133;
145.700000, 145.153901, 1.796082;
145.750000, 145.203900, 1.795879;
145.800000, 145.253899, 1.795520;
145.850000, 145.303896, 1.795016;
145.900000, 145.353894, 1.794490;
145.950000, 145.403891, 1.793968;
146.000000, 145.453888, 1.793450;
146.050000, 145.503885, 1.792936;
146.100000, 145.553883, 1.792425;
146.150000, 145.603880, 1.791917;
146.200000, 145.653878, 1.791412;
146.250000, 145.703875, 1.790910;
146.300000, 145.753873, 1.790411;
146.350000, 145.803870, 1.789913;
146.400000, 145.853868, 1.789418;
146.450000, 145.903865, 1.788924;
146.500000, 145.953863, 1.788432;
146.550000, 146.003861, 1.787941;
146.600000, 146.053858, 1.787451;
146.650000, 146.103856, 1.786962;
146.700000, 146.153853, 1.786473;
146.750000, 146.203851, 1.785985;
146.800000, 146.253849, 1.785497;
146.850000, 146.303846, 1.785009;
146.900000, 146.353844, 1.784520;
146.950000, 146.403841, 1.784031;
147.000000, 146.453839, 1.783541;
147.050000, 146.503837, 1.783050;
147.100000, 146.553834, 1.782558;
147.150000, 146.603832, 1.782064;
147.200000, 146.653829, 1.781568;
147.250000, 146.703827, 1.781070;
147.300000, 146.753824, 1.780570;
147.350000, 146.803822, 1.780068;
147.400000, 146.853819, 1.779563;
147.450000, 146.903817, 1.779055;
147.500000, 146.953814, 1.778544;
147.550000, 147.003811, 1.778029;
147.600000, 147.053809, 1.777511;
147.650000, 147.103806, 1.776989;
147.700000, 147.153803, 1.776462;
147.750000, 147.203800, 1.775932;
147.800000, 147.253798, 1.775397;
147.850000, 147.303795, 1.774857;
147.900000, 147.353792, 1.774312;
147.950000, 147.403789, 1.773761;
148.000000, 147.453786, 1.773205;
148.050000, 147.503782, 1.772644;
148.100000, 147.553779, 1.772076;
148.150000, 147.603776, 1.771502;
148.200000, 147.653772, 1.770922;
148.250000, 147.703769, 1.770335;
148.300000, 147.753766, 1.769741;
148.350000, 147.803762, 1.769140;
148.400000, 147.853758, 1.768531;
148.450000, 147.903754, 1.767915;
148.500000, 147.953751, 1.767291;
148.550000, 148.003747, 1.766659;
148.600000, 148.053742, 1.766019;
148.650000, 148.103738, 1.765370;
148.700000, 148.153734, 1.764733;
148.750000, 148.203731, 1.764159;
148.800000, 148.253728, 1.763640;
148.850000, 148.303726, 1.763165;
148.900000, 148.353724, 1.762725;
148.950000, 148.403722, 1.762310;
149.000000, 148.453721, 1.761910;
149.050000, 148.503719, 1.761514;
149.100000, 148.553717, 1.761114;
149.150000, 148.603716, 1.760698;
149.200000, 148.653714, 1.760257;
149.250000, 148.703712, 1.759780;
149.300000, 148.753709, 1.759258;
149.350000, 148.803705, 1.758681;
149.400000, 148.853701, 1.758039;
149.450000, 148.903696, 1.757322;
149.500000, 148.953690, 1.756519;
149.550000, 149.003682, 1.755620;
149.600000, 149.053672, 1.754617;
149.650000, 149.103659, 1.753498;
149.700000, 149.153644, 1.752254;
149.750000, 149.203624, 1.750875;
149.800000, 149.253603, 1.749423;
149.850000, 149.303582, 1.747949;
149.900000, 149.353559, 1.746454;
149.950000, 149.403536, 1.744939;
150.000000, 149.453513, 1.743408;
150.050000, 149.503489, 1.741860;
150.100000, 149.553465, 1.740299;
150.150000, 149.603440, 1.738726;
150.200000, 149.653415, 1.737143;
150.250000, 149.703389, 1.735551;
150.300000, 149.753364, 1.733953;
150.350000, 149.803338, 1.732349;
150.400000, 149.853312, 1.730743;
150.450000, 149.903286, 1.729135;
150.500000, 149.953261, 1.727527;
150.550000, 150.003235, 1.725922;
150.600000, 150.053209, 1.724321;
150.650000, 150.103184, 1.722725;
150.700000, 150.153158, 1.721137;
150.750000, 150.203134, 1.719558;
150.800000, 150.253109, 1.717990;
150.850000, 150.303085, 1.716435;
150.900000, 150.353061, 1.714894;
150.950000, 150.403038, 1.713370;
151.000000, 150.453015, 1.711864;
151.050000, 150.502993, 1.710378;
151.100000, 150.552972, 1.708914;
151.150000, 150.602951, 1.707473;
151.200000, 150.652931, 1.706057;
151.250000, 150.702911, 1.704668;
151.300000, 150.752893, 1.703308;
151.350000, 150.802875, 1.701979;
151.400000, 150.852858, 1.700682;
151.450000, 150.902843, 1.699419;
151.500000, 150.952827, 1.698192;
151.550000, 151.002813, 1.697003;
151.600000, 151.052800, 1.695853;
151.650000, 151.102788, 1.694744;
151.700000, 151.152776, 1.693679;
151.750000, 151.202766, 1.692658;
151.800000, 151.252757, 1.691684;
151.850000, 151.302748, 1.690749;
151.900000, 151.352739, 1.689800;
151.950000, 151.402729, 1.688830;
152.000000, 151.452720, 1.687840;
152.050000, 151.502709, 1.686831;
152.100000, 151.552699, 1.685805;
152.150000, 151.602688, 1.684764;
152.200000, 151.652677, 1.683708;
152.250000, 151.702665, 1.682639;
152.300000, 151.752654, 1.681560;
152.350000, 151.802642, 1.680471;
152.400000, 151.852630, 1.679374;
152.450000, 151.902618, 1.678271;
152.500000, 151.952605, 1.677162;
152.550000, 152.002593, 1.676051;
152.600000, 152.052581, 1.674937;
152.650000, 152.102568, 1.673823;
152.700000, 152.152556, 1.672710;
152.750000, 152.202544, 1.671599;
152.800000, 152.252531, 1.670493;
152.850000, 152.302519, 1.669392;
152.900000, 152.352507, 1.668299;
152.950000, 152.402495, 1.667214;
153.000000, 152.452484, 1.666140;
153.050000, 152.502473, 1.665077;
153.100000, 152.552462, 1.664028;
153.150000, 152.602451, 1.662993;
153.200000, 152.652441, 1.661975;
153.250000, 152.702431, 1.660974;
153.300000, 152.752421, 1.659993;
153.350000, 152.802412, 1.659033;
153.400000, 152.852403, 1.658095;
153.450000, 152.902395, 1.657181;
153.500000, 152.952387, 1.656293;
153.550000, 153.002379, 1.655431;
153.600000, 153.052372, 1.654598;
153.650000, 153.102366, 1.653795;
153.700000, 153.152360, 1.653024;
153.750000, 153.202354, 1.652286;
153.800000, 153.252349, 1.651582;
153.850000, 153.302345, 1.650914;
153.900000, 153.352341, 1.650284;
153.950000, 153.402338, 1.649693;
154.000000, 153.452334, 1.649143;
154.050000, 153.502332, 1.648635;
154.100000, 153.552330, 1.648170;
154.150000, 153.602328, 1.647751;
154.200000, 153.652327, 1.647377;
154.250000, 153.702325, 1.647005;
154.300000, 153.752324, 1.646616;
154.350000, 153.802322, 1.646211;
154.400000, 153.852320, 1.645790;
154.450000, 153.902318, 1.645357;
154.500000, 153.952316, 1.644910;
154.550000, 154.002314, 1.644453;
154.600000, 154.052312, 1.643985;
154.650000, 154.102310, 1.643507;
154.700000, 154.152307, 1.643022;
154.750000, 154.202305, 1.642530;
154.800000, 154.252303, 1.642031;
154.850000, 154.302300, 1.641529;
154.900000, 154.352297, 1.641022;
154.950000, 154.402295, 1.640513;
155.000000, 154.452292, 1.640003;
155.050000, 154.502290, 1.639493;
155.100000, 154.552287, 1.638984;
155.150000, 154.602285, 1.638477;
155.200000, 154.652282, 1.637973;
155.250000, 154.702279, 1.637473;
155.300000, 154.752277, 1.636979;
